	elbo	tsne_cost
0	-224.60130310058594	6.420438289642334
1	-154.73468017578125	12.84009075164795
2	-118.33048248291016	19.229572296142578
3	-101.759033203125	25.509830474853516
4	-94.3186264038086	32.0607795715332
5	-88.46746826171875	38.21169662475586
6	-82.2175064086914	44.76518249511719
7	-76.86001586914062	51.172691345214844
8	-68.29017639160156	57.80473709106445
9	-54.10532760620117	63.90013885498047
10	-40.35386657714844	70.60162353515625
11	-47.53363800048828	76.58689880371094
12	-50.834835052490234	83.3489761352539
13	-71.20693969726562	89.4351577758789
14	-91.58848571777344	95.98896789550781
15	-91.89844512939453	102.20472717285156
16	-76.23100280761719	108.59800720214844
17	-62.84199523925781	115.11817169189453
18	-41.25169372558594	121.39507293701172
19	-26.583087921142578	127.44271087646484
20	-6.00442361831665	133.4447479248047
21	3.230511426925659	139.85012817382812
22	13.430896759033203	145.06387329101562
23	16.095077514648438	151.11798095703125
24	19.021770477294922	158.29534912109375
25	30.033788681030273	163.50157165527344
26	30.504230499267578	169.21397399902344
27	33.86126708984375	175.92108154296875
28	38.45121383666992	181.74374389648438
29	30.95724868774414	188.07980346679688
30	32.73876190185547	194.09278869628906
31	27.559823989868164	200.33277893066406
32	20.54790496826172	206.88235473632812
33	22.880126953125	212.584228515625
34	18.959823608398438	218.78851318359375
35	22.967693328857422	224.80332946777344
36	29.65143585205078	231.1690673828125
37	37.22245788574219	237.57522583007812
38	39.469482421875	243.7839813232422
39	37.122074127197266	249.78318786621094
40	44.79698944091797	256.02252197265625
41	45.69227600097656	262.1681213378906
42	52.845741271972656	268.8594970703125
43	42.357582092285156	274.771484375
44	47.57756805419922	281.09954833984375
45	46.17919158935547	286.91241455078125
46	50.702728271484375	293.33575439453125
47	50.17593002319336	299.2398376464844
48	47.44163131713867	305.7930908203125
49	51.70444107055664	311.8224182128906
50	60.13132858276367	318.1818542480469
51	52.0394172668457	324.4091491699219
52	44.91883850097656	330.6083984375
53	52.70040512084961	336.7474060058594
54	57.45574188232422	343.15673828125
55	44.47245788574219	349.3788146972656
56	46.07033920288086	355.7731018066406
57	43.27113723754883	361.7005920410156
58	50.25066375732422	367.9911193847656
59	30.401363372802734	374.3217468261719
60	39.465511322021484	380.37103271484375
61	46.59624099731445	386.93121337890625
62	49.00995635986328	393.0673522949219
63	51.55815124511719	399.428466796875
64	57.51018524169922	405.2470703125
65	61.13868713378906	411.6985168457031
66	71.0810775756836	417.8434143066406
67	63.79158401489258	424.1713562011719
68	52.71990966796875	430.2888488769531
69	46.32661819458008	436.4154052734375
70	40.667335510253906	442.8915710449219
71	39.39253234863281	449.28424072265625
72	43.60942077636719	455.107177734375
73	49.93760681152344	461.59466552734375
74	55.00066375732422	467.9189453125
75	56.67906951904297	474.34326171875
76	52.503211975097656	480.2164611816406
77	59.023128509521484	486.39398193359375
78	58.560150146484375	492.59979248046875
79	59.108665466308594	498.77374267578125
80	64.07403564453125	505.1836853027344
81	67.7766342163086	511.05322265625
82	72.7462387084961	517.6261596679688
83	75.62106323242188	523.88525390625
84	76.27835845947266	529.8678588867188
85	75.25159454345703	536.2247924804688
86	73.61700439453125	542.2706909179688
87	79.3275375366211	548.7833862304688
88	75.53917694091797	554.91796875
