	log_likelihood
1564	260.23175
1565	217.75375
1566	289.84723
1567	302.88495
1568	322.17584
1569	301.42316
1570	263.4936
1571	227.34439
1572	294.92572
1573	306.9336
1574	265.49332
1575	295.958
1576	303.04953
1577	282.53333
1578	289.28647
1579	259.87866
1580	291.47705
1581	313.76984
1582	303.30426
1583	209.68802
1584	326.29965
1585	291.31
1586	305.35953
1587	185.53995
1588	314.62143
1589	283.7829
1590	321.78726
1591	217.38278
1592	315.3471
1593	251.04459
1594	274.33
1595	290.78162
1596	312.02798
1597	317.8703
1598	276.4852
1599	168.77786
1600	299.05518
1601	310.53253
1602	295.45685
1603	232.44771
1604	310.81625
1605	299.2662
1606	289.3466
1607	293.49103
1608	258.1878
1609	176.16005
1610	301.8843
1611	311.20013
1612	298.7523
1613	131.425
1614	312.473
1615	278.9184
1616	300.99487
1617	310.3226
1618	277.33167
1619	324.96426
1620	276.92325
1621	256.04413
1622	284.3525
1623	331.94507
1624	271.27814
1625	263.53622
1626	313.8569
1627	244.61377
1628	318.47964
1629	334.75787
1630	238.05717
1631	306.1341
1632	246.2741
1633	225.25882
1634	285.6092
1635	281.69238
1636	311.80194
1637	306.33624
1638	264.91803
1639	265.72867
1640	303.1911
1641	261.6552
1642	271.6906
1643	277.26843
1644	238.62769
1645	296.62213
1646	259.39688
1647	300.63077
1648	322.073
1649	299.20514
1650	294.0271
1651	289.86908
1652	233.72307
1653	322.6778
1654	248.93433
1655	282.35077
1656	223.1656
1657	306.17032
1658	270.56674
1659	320.427
1660	263.3269
1661	288.9841
1662	300.9901
1663	288.59186
1664	322.0151
1665	326.13193
1666	233.99393
1667	286.1967
1668	262.1156
1669	288.08722
1670	320.206
1671	297.92377
1672	265.0071
1673	309.07098
1674	279.47803
1675	310.60504
1676	296.7487
1677	271.18457
1678	260.2594
1679	317.53793
1680	227.44333
1681	266.0219
1682	299.50342
1683	135.91695
1684	286.52094
1685	137.91562
1686	315.62216
1687	316.79938
1688	260.92828
1689	310.0643
1690	99.446236
1691	109.31911
1692	313.67776
1693	40.364662
1694	321.2812
1695	304.02548
1696	275.96088
1697	315.0602
1698	272.3993
1699	197.33821
1700	293.6245
1701	246.78091
1702	255.54427
1703	244.15886
1704	323.29196
1705	256.82657
1706	228.38542
1707	314.85583
1708	293.52615
1709	224.85
1710	264.8969
1711	326.289
1712	292.09106
1713	296.6067
1714	283.43335
1715	280.39264
1716	271.23303
1717	74.59269
1718	268.941
1719	317.4058
1720	258.70868
1721	209.1239
1722	243.02876
1723	284.59686
1724	315.12543
1725	316.23633
1726	315.64722
1727	241.67363
1728	292.87897
1729	320.44717
1730	308.47095
1731	209.91911
1732	307.46698
1733	308.21375
1734	236.021
1735	292.4547
1736	241.64597
1737	307.5564
1738	324.20538
1739	268.789
1740	258.29315
1741	315.76886
1742	264.80798
1743	298.66965
1744	275.33856
1745	311.41693
1746	297.18732
1747	247.85136
1748	303.1806
1749	298.0394
1750	223.64876
1751	293.48138
1752	315.91306
1753	326.96558
1754	200.6691
1755	148.08192
1756	222.07971
1757	323.72787
1758	296.1731
1759	301.7536
1760	301.31427
1761	213.02478
1762	315.97855
1763	326.17947
1764	301.55865
1765	281.78665
1766	273.0345
1767	174.08113
1768	297.55573
1769	295.32425
1770	308.29132
1771	241.11272
1772	315.45758
1773	188.50575
1774	295.64935
1775	324.54056
1776	276.6281
1777	300.25903
1778	272.1147
1779	255.92276
1780	241.16682
1781	283.97104
1782	208.02328
1783	282.34262
1784	307.35773
1785	306.96448
1786	298.60703
1787	320.96707
1788	248.84619
1789	261.3482
1790	311.11148
1791	299.8846
1792	262.1357
1793	293.78403
1794	300.76727
1795	271.89804
1796	307.67737
1797	299.4758
1798	300.61066
1799	282.72046
1800	308.19254
1801	340.46338
1802	303.8378
1803	308.39142
1804	261.78204
1805	290.1871
1806	285.123
1807	311.45587
1808	277.7606
1809	202.04607
1810	231.3083
1811	214.76587
1812	303.21432
1813	300.85687
1814	307.11673
1815	281.21918
1816	319.0147
1817	283.1571
1818	226.82158
1819	279.59656
1820	311.65677
1821	272.38278
1822	252.8239
1823	319.28278
1824	317.1455
1825	305.15906
1826	320.38214
1827	287.50146
1828	299.4243
1829	270.45163
1830	322.39548
1831	279.17377
1832	278.34888
1833	297.39948
1834	280.9671
1835	291.28036
1836	224.81104
1837	285.3102
1838	306.45013
1839	311.16638
1840	288.5335
1841	263.6652
1842	311.3986
1843	316.11322
1844	317.63733
1845	285.4057
1846	263.67038
1847	271.4638
1848	224.00696
1849	320.76215
1850	293.44644
1851	284.3067
1852	303.97452
1853	304.53925
1854	281.71204
1855	289.47974
1856	305.34613
1857	305.7895
1858	187.36932
1859	264.36517
1860	298.46255
1861	303.9536
1862	306.49658
1863	324.46133
1864	321.8312
1865	285.3194
1866	320.4206
1867	312.58563
1868	282.5617
1869	295.8548
1870	280.25598
1871	216.61479
1872	288.9278
1873	285.7557
1874	330.70648
1875	210.61255
1876	316.30365
