	elbo	tsne_cost
0	-23.311073303222656	5.238706588745117
1	-8.434441566467285	10.706867218017578
2	-10.131169319152832	15.920787811279297
3	-9.011319160461426	20.835342407226562
4	-8.277708053588867	20.9984130859375
5	-6.682665824890137	20.99346351623535
6	-7.949336051940918	20.4408016204834
7	-7.917624473571777	19.88920021057129
8	-6.503736972808838	19.412410736083984
9	-5.453112602233887	19.12042999267578
10	-5.2880449295043945	18.648595809936523
11	-5.646502494812012	18.6236629486084
12	-3.0741946697235107	18.826196670532227
13	-4.9882073402404785	18.562471389770508
14	-5.313556671142578	18.562911987304688
15	-5.459501266479492	18.956756591796875
16	-6.046828269958496	18.50265121459961
17	-3.6109132766723633	18.64302635192871
18	-4.582339763641357	19.094877243041992
19	-5.936062812805176	18.813358306884766
20	-4.499456882476807	18.551624298095703
21	-4.7236833572387695	18.659814834594727
22	-5.582886695861816	18.52708625793457
23	-4.392992973327637	18.603893280029297
24	-5.063660144805908	18.460357666015625
25	-3.3638694286346436	18.65641975402832
26	-2.9940121173858643	18.361942291259766
27	-2.481541395187378	18.12533187866211
28	-3.0014286041259766	18.296070098876953
29	-3.793975591659546	18.191856384277344
30	-2.8440704345703125	18.251419067382812
31	-3.881878137588501	18.057811737060547
32	-2.753391981124878	17.895315170288086
33	-2.967170238494873	17.97632598876953
34	-1.938525915145874	17.65288543701172
35	-2.818871259689331	17.474123001098633
36	-1.2707674503326416	17.434391021728516
37	-1.4703476428985596	17.33480453491211
38	-1.429202675819397	17.419443130493164
39	-1.7276164293289185	17.4387149810791
40	-1.5355387926101685	17.315113067626953
41	-1.0180721282958984	17.415912628173828
42	-1.0695672035217285	17.479055404663086
43	-0.984630823135376	17.389265060424805
44	-1.2015670537948608	17.357900619506836
45	-3.2741897106170654	17.405860900878906
46	-3.2512121200561523	17.865697860717773
47	-1.6745543479919434	17.281635284423828
48	-1.093359351158142	17.51117706298828
49	-1.5539135932922363	17.424678802490234
50	-1.2361589670181274	17.470861434936523
51	-2.317216396331787	17.4389705657959
52	-2.663170576095581	17.677858352661133
53	-3.559058427810669	17.280147552490234
54	-2.3522675037384033	17.778791427612305
55	-1.9981954097747803	17.45384407043457
56	-1.5754940509796143	17.396669387817383
57	-0.9047229290008545	17.220598220825195
58	-0.02606409788131714	17.370498657226562
59	-1.3103573322296143	17.024003982543945
60	-3.181258201599121	16.93583106994629
61	-4.429018497467041	16.925647735595703
