	z_coordinate_0	z_coordinate_1
408	-5.874167	-0.7216439
409	-4.578553	-0.7576604
410	-5.461635	4.778569
411	-3.3659573	1.772361
412	-1.0249993	5.8857527
413	-7.016003	1.7416815
414	0.065899536	2.813452
415	-3.67323	2.692928
416	0.85352707	6.433757
417	-2.7094946	1.0057188
418	-1.7154816	-0.30824402
419	1.6342174	5.001191
420	-4.5267954	3.7645009
421	2.218452	4.5427475
422	4.2162223	6.2255025
423	-2.873246	0.5091618
424	-2.6431184	4.476769
425	-5.2562966	4.264928
426	-6.8796363	0.39456704
427	-1.9226383	1.1219183
428	-5.502147	1.1516014
429	-1.5922625	-0.45646504
430	-2.296341	1.4579087
431	2.4545808	2.0080254
432	3.1663232	3.811209
433	-5.212214	4.298682
434	-0.08594631	2.2247236
435	-2.3868842	8.323839
436	-5.346341	-0.873248
437	0.35034716	1.6322898
438	-2.591555	0.67793953
439	-6.984299	2.556546
440	-0.0506963	2.124301
441	-1.2840517	2.9822364
442	-1.163804	1.7954167
443	-4.101628	0.8909098
444	-8.290595	-0.9783187
445	-5.549894	0.9197377
446	-5.472879	-0.40557775
447	-1.2923023	6.4174547
448	-0.38642353	2.8567033
449	-3.6840787	0.34476554
450	-4.2000113	1.9405626
451	-1.5609542	2.4058478
452	0.8489722	1.4899552
453	-7.285535	-1.415874
454	0.5498707	8.643815
455	0.55815506	4.358548
456	-0.8964521	2.7803562
457	-1.2191544	3.8331983
458	2.6659365	3.9118161
459	-2.1902826	2.8682125
460	-3.6149354	5.737397
461	-1.4044105	-0.6377592
462	-3.5744	0.4437065
463	-3.0886335	5.51231
464	3.8318477	6.548238
465	-4.604877	-1.8164265
466	-1.7799718	0.87534094
467	-1.8738503	3.1550455
468	-0.19497867	4.2261014
469	-5.035473	1.103105
470	0.22980784	4.3544745
471	-4.229357	1.0884886
472	-6.173637	0.89413095
473	-5.053838	-0.28878495
474	-4.781352	-2.2864535
475	-5.3598723	-0.9777546
476	-0.14195277	1.2169473
477	-0.10580826	1.3663146
478	-4.5016026	0.08445972
479	-6.314776	7.045004
480	-0.39173603	8.779857
481	-1.914884	1.1783451
482	1.3244802	4.083541
483	-2.1518404	2.937353
484	-1.132363	-0.3701431
485	-0.49049777	4.301354
486	-8.883491	-1.8021531
487	-0.37584344	0.8418008
488	-4.834786	2.8914037
489	-4.4799933	1.4255137
490	-7.4703565	0.40879467
491	0.93247485	3.1380403
492	1.0551786	8.133313
493	-0.20818956	0.8686253
494	-8.961113	-3.9988973
495	1.2272953	3.2319305
496	-3.568287	2.3420405
497	0.2645629	4.750724
498	-2.4607131	5.4380593
499	-1.2328598	0.8654238
500	0.90847766	6.822617
501	-5.233441	-0.8484849
502	-6.0351486	2.867717
503	-0.7055767	2.9115407
504	-6.8724427	-2.1282084
505	-1.3068103	4.8633857
506	-6.7636695	4.610615
507	-6.317384	2.4468825
508	-4.1924615	4.968654
509	-2.7099953	3.7651708
510	-6.5011888	-0.28888085
511	-8.087919	-0.27498415
512	-0.11833391	5.8813953
513	-1.4839375	0.9935707
514	-3.1328802	0.11893535
515	-3.2746027	3.182402
516	3.042469	2.6435623
517	-6.7820725	-2.7470615
518	2.8277698	4.77962
519	-6.2813096	3.0486128
520	-3.988843	3.191584
521	-1.2448939	5.1287775
522	-1.020788	2.5840378
523	-4.87624	-1.8078897
524	-2.3501046	6.2171903
525	-0.5699485	3.2746518
526	-1.1568162	8.042719
527	-2.421904	3.8899956
528	-0.7936341	4.740385
529	-2.4770803	5.2188854
530	-0.96434665	0.7204359
531	-5.6448035	4.049357
532	-6.610459	4.8943057
533	1.2656466	3.8376653
534	0.7472017	6.8204503
535	-4.189219	0.21158002
536	-5.577371	-0.5254934
537	-5.0414777	3.5194364
538	-2.6203432	1.3066363
539	-2.6547518	2.2997174
540	0.7356551	6.6853695
