	log_likelihood
1483	27.560598
1484	29.126217
1485	30.144562
1486	29.928127
1487	29.442072
1488	29.850412
1489	30.276855
1490	30.068768
1491	30.027231
1492	28.12525
1493	28.67731
1494	29.765585
1495	29.476816
1496	29.938328
1497	29.364735
1498	29.127182
1499	30.05161
1500	29.791431
1501	30.074997
1502	30.06907
1503	29.84586
1504	28.189383
1505	29.110199
1506	28.601526
1507	29.431646
1508	29.902905
1509	28.857061
1510	29.940283
1511	29.65414
1512	29.455761
1513	29.818523
1514	28.714432
1515	30.073874
1516	30.314495
1517	29.33343
1518	29.435038
1519	29.095596
1520	30.140574
1521	29.589481
1522	29.904749
1523	29.596004
1524	29.238882
1525	29.512486
1526	29.998987
1527	29.686337
1528	29.029856
1529	29.287176
1530	29.066309
1531	26.90417
1532	28.560236
1533	30.188175
1534	29.25417
1535	28.54803
1536	29.32146
1537	30.179256
1538	30.046453
1539	29.36311
1540	30.02211
1541	29.896265
1542	29.086817
1543	29.992855
1544	29.255426
1545	29.95754
1546	29.530176
1547	28.745981
1548	30.007214
1549	29.920353
1550	29.6787
1551	30.121586
1552	29.252544
1553	27.236313
1554	30.229853
1555	30.126135
1556	29.326899
1557	30.184052
1558	30.24614
1559	28.10455
1560	28.194721
1561	30.203129
1562	29.434362
1563	28.969593
1564	29.177374
1565	29.453451
1566	29.914831
1567	29.732418
1568	30.154306
1569	29.92323
1570	29.906963
1571	29.269608
1572	29.658848
1573	29.297882
1574	29.481136
1575	28.913883
1576	28.962866
1577	29.17529
1578	29.687159
1579	29.745676
1580	30.225906
1581	29.84087
1582	29.959402
1583	29.943277
1584	29.627802
1585	28.951578
1586	27.50113
1587	30.017096
1588	27.42724
1589	29.720041
1590	30.102612
1591	29.78638
1592	29.704687
1593	28.571377
1594	29.51701
1595	30.137442
1596	30.25352
1597	29.851734
1598	29.105713
1599	28.259624
1600	28.16919
1601	29.130573
1602	29.494013
1603	29.470667
1604	30.23981
1605	29.712276
1606	29.519367
1607	29.768696
1608	30.141277
1609	28.11626
1610	30.027124
1611	30.649612
1612	28.15833
1613	30.215897
1614	30.969437
1615	29.013666
1616	29.315586
1617	30.050058
1618	28.324432
1619	30.65739
1620	28.512503
1621	28.846157
1622	29.718216
1623	30.02836
1624	30.099878
1625	30.127335
1626	29.176813
1627	30.375427
1628	30.851826
1629	30.494507
1630	29.005642
1631	30.144842
1632	31.335346
1633	29.949188
1634	30.05373
1635	29.619873
1636	29.782492
1637	28.881088
1638	29.648306
1639	29.422207
1640	28.99937
1641	30.595898
1642	29.437998
1643	29.055347
1644	30.098995
1645	30.53089
1646	30.110535
1647	30.136877
1648	29.639355
