	elbo	tsne_cost
0	-4.807819843292236	6.338411808013916
1	-5.077633857727051	12.583635330200195
2	-5.336372375488281	12.455449104309082
3	-4.257406234741211	12.252155303955078
4	-4.236998558044434	11.98052978515625
5	-4.037627220153809	12.187010765075684
6	-3.4938719272613525	11.821701049804688
7	-2.805262327194214	11.720890998840332
8	-2.887437343597412	11.599969863891602
9	-3.652669668197632	11.663540840148926
10	-2.9773130416870117	11.350312232971191
11	-3.34394907951355	11.293218612670898
12	-2.867892265319824	11.316741943359375
13	-3.050459146499634	11.127495765686035
14	-1.8791991472244263	11.095381736755371
15	-2.8745768070220947	11.137757301330566
16	-2.779531240463257	11.246255874633789
17	-1.9134349822998047	11.292799949645996
18	-2.3320484161376953	11.327777862548828
19	-2.457367181777954	11.650352478027344
20	-2.9956488609313965	11.51692008972168
21	-3.4255683422088623	11.313615798950195
22	-2.819125175476074	11.12219524383545
23	-3.7691283226013184	10.945486068725586
24	-3.0078864097595215	10.94023609161377
25	-1.8745250701904297	11.040014266967773
26	-1.7237505912780762	11.026531219482422
27	-1.5871597528457642	10.659518241882324
28	-0.8314107656478882	10.660853385925293
29	-0.6499773263931274	10.82033920288086
30	-2.1250178813934326	10.735843658447266
31	-3.560925245285034	10.493866920471191
32	-1.1580110788345337	10.46567440032959
33	-0.4811893403530121	10.416699409484863
34	-2.9615092277526855	10.205022811889648
35	-1.372215747833252	10.162429809570312
36	-3.602324962615967	10.197047233581543
37	-3.6073083877563477	10.220926284790039
38	-2.5602145195007324	10.238431930541992
39	-2.2541632652282715	10.397490501403809
40	-2.24269437789917	10.248147010803223
41	-2.7631824016571045	10.256471633911133
42	-2.591724395751953	10.198189735412598
43	-0.7187361717224121	10.461221694946289
44	-2.919649362564087	10.338711738586426
45	-3.5204083919525146	10.257235527038574
46	-2.7253661155700684	10.416440963745117
47	-1.31258225440979	10.285655975341797
48	-2.052535057067871	10.591026306152344
49	-1.7034707069396973	10.357841491699219
50	-1.2568073272705078	10.32715129852295
51	-1.783252239227295	10.361434936523438
52	-1.5995116233825684	10.435513496398926
53	-1.6646872758865356	10.444968223571777
54	-1.8911917209625244	10.367289543151855
55	-1.2324635982513428	10.477188110351562
56	-1.5155103206634521	10.344918251037598
57	-1.2281039953231812	10.203448295593262
58	-1.0460354089736938	10.215869903564453
59	-1.288320541381836	10.067375183105469
60	-2.9098293781280518	10.106587409973145
61	-2.2505478858947754	10.064723014831543
62	-2.231994152069092	10.03558349609375
63	-1.9905400276184082	9.983381271362305
64	-0.467458575963974	10.1783447265625
65	-3.0184168815612793	10.120182037353516
66	-3.424865245819092	9.970820426940918
67	-2.464510440826416	10.097390174865723
68	-0.4914851486682892	10.090599060058594
69	-1.7614846229553223	10.186779022216797
70	-2.1927149295806885	10.09438705444336
71	-1.7586534023284912	10.024381637573242
72	-1.8404253721237183	10.170496940612793
73	-1.0239732265472412	10.155433654785156
74	-1.8200206756591797	10.204838752746582
75	-1.9681553840637207	10.114289283752441
76	-1.2164050340652466	10.201539993286133
77	-1.5178557634353638	10.58911418914795
78	-2.067045211791992	10.285025596618652
79	-1.4667645692825317	10.224796295166016
80	-0.644618809223175	10.401873588562012
81	-0.8607367277145386	10.421567916870117
82	-0.8797088861465454	10.371557235717773
83	-0.3754603862762451	10.324346542358398
84	-0.5693920254707336	10.275153160095215
