	elbo	tsne_cost
0	-222.74664306640625	6.392920017242432
1	-153.85577392578125	12.77309799194336
2	-116.60714721679688	19.22808074951172
3	-102.27516174316406	25.54397201538086
4	-92.43232727050781	31.910200119018555
5	-87.6522216796875	38.54547119140625
6	-83.99765014648438	44.74807357788086
7	-75.67909240722656	51.207828521728516
8	-68.87481689453125	57.76277542114258
9	-55.58466339111328	64.14257049560547
10	-43.32006072998047	70.28620910644531
11	-36.807315826416016	77.1019058227539
12	-39.79298400878906	83.063232421875
13	-51.56167984008789	89.73271942138672
14	-67.00920867919922	96.22734069824219
15	-66.25591278076172	102.204833984375
16	-72.56990051269531	109.02140808105469
17	-58.66146469116211	114.69637298583984
18	-41.25054931640625	121.86732482910156
19	-24.20688247680664	127.6900634765625
20	-9.576973915100098	133.248046875
21	6.630455017089844	139.42666625976562
22	10.394426345825195	145.1017608642578
23	16.051631927490234	151.4163055419922
24	19.378259658813477	157.79928588867188
25	22.753074645996094	163.3670196533203
26	26.072242736816406	169.4010467529297
27	22.009769439697266	175.51321411132812
28	19.6992130279541	181.69517517089844
29	24.005203247070312	187.63360595703125
30	32.451873779296875	193.8312530517578
31	37.65571594238281	200.28323364257812
32	34.93439483642578	206.34349060058594
33	37.20857620239258	212.5819091796875
34	28.511917114257812	218.94065856933594
35	38.458255767822266	224.94573974609375
36	44.88182067871094	230.90869140625
37	46.8725700378418	237.19903564453125
38	44.243953704833984	243.77711486816406
39	51.14963150024414	249.6145782470703
40	55.190521240234375	256.5180358886719
41	51.368743896484375	262.2417907714844
42	55.13137435913086	268.79150390625
43	45.87995529174805	274.40472412109375
44	53.370582580566406	280.89117431640625
45	54.46967697143555	287.01031494140625
46	51.98171615600586	293.1418762207031
47	47.61846923828125	299.4527587890625
48	38.21062469482422	305.5544738769531
49	49.387725830078125	311.7872619628906
50	52.109073638916016	318.16357421875
51	55.688087463378906	324.4360046386719
52	56.940895080566406	330.6866760253906
53	61.855865478515625	336.9111328125
54	67.90858459472656	343.20587158203125
55	51.947593688964844	349.1698303222656
56	49.8450927734375	355.6947326660156
57	49.58433532714844	361.8951110839844
58	50.47843933105469	368.0355224609375
59	27.905439376831055	374.3268127441406
60	43.21639633178711	380.26678466796875
61	50.963523864746094	387.0323486328125
62	53.187557220458984	393.244384765625
63	54.562950134277344	399.6478271484375
64	57.130699157714844	405.5384521484375
65	50.48881912231445	411.3993225097656
66	63.67808151245117	417.9042053222656
67	67.46747589111328	424.55841064453125
68	70.88035583496094	430.31610107421875
69	69.58946990966797	436.69805908203125
70	52.91971206665039	442.73541259765625
71	57.204917907714844	448.82672119140625
72	58.105491638183594	455.11724853515625
73	46.54059600830078	461.1833190917969
74	53.9681282043457	467.73004150390625
75	67.72772216796875	473.8803405761719
76	68.55330657958984	480.23004150390625
77	70.35377502441406	486.4674072265625
78	77.52751922607422	492.5704345703125
79	75.1532211303711	498.4283142089844
80	72.84683990478516	504.84771728515625
81	84.34634399414062	510.534423828125
82	78.8711929321289	516.7920532226562
83	73.42372131347656	523.2664184570312
84	69.70881652832031	528.9556274414062
85	71.30107116699219	535.1548461914062
86	62.79099655151367	542.1820678710938
87	67.25807189941406	548.171875
88	66.41969299316406	553.6331176757812
89	78.54064178466797	560.5750732421875
90	81.49188995361328	566.4659423828125
91	65.39149475097656	572.4794921875
92	66.82041931152344	577.6306762695312
93	69.19072723388672	583.6376953125
94	74.43425750732422	589.3609008789062
95	85.50294494628906	594.8922119140625
96	90.05531311035156	600.2981567382812
97	80.34884643554688	607.1105346679688
98	85.33245849609375	610.02490234375
99	78.0195083618164	615.6134033203125
100	79.47554779052734	616.5602416992188
101	67.79786682128906	613.581787109375
102	78.50286865234375	610.1528930664062
103	70.79794311523438	613.1903686523438
104	79.16598510742188	606.7218017578125
105	77.52654266357422	608.9889526367188
106	66.60227966308594	605.65478515625
107	65.96158599853516	602.0865478515625
108	68.40460205078125	600.3054809570312
109	70.6340103149414	597.3341674804688
110	73.59182739257812	596.280517578125
111	73.21377563476562	593.8111572265625
